,Case Number,Year,Type,Country,Area,Activity,Sex,Age,Injury,Fatal (Y/N),Provoked
5085,1929.01.1.a,,Unprovoked,NEW ZEALAND,North Island,Bathing,Undefined,0.0,"One was bitten on the leg, the other on the arm",No,
5086,1929.01.1.a,,Unprovoked,AUSTRALIA,New South Wales,Body surfing,Undefined,14.0,"FATAL, right thigh & hip bitten",Yes,
5087,1929.01.0.a,,Boating,TURKEY,,Fishing boat,Undefined,0.0,FATAL,Yes,Unknown
5088,1929.01.0.a,,Unprovoked,FIJI,Viti Levu Island,Diving for coins thrown from ship S.S. Moeraki,Undefined,0.0,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Yes,
5089,1929.00.0.a,,Invalid,AUSTRALIA,New South Wales,Swimming,Undefined,0.0,"Later found to be fiction, never happened",Unknown,Unknown
5090,1929.00.00.d,,Provoked,AUSTRALIA,South Australia,"Wading, netting fish",Undefined,0.0,Bitten below the knee,No,Unknown
5091,1929.00.00.c,,Provoked,USA,Florida,Fishing,Undefined,0.0,Thigh lacerated by hooked shark PROVOKED INCIDENT,No,Unknown
5092,1929.00.00.b,,Unprovoked,AUSTRALIA,New South Wales,Unknown,Undefined,0.0,Hand lacerated,No,
5093,1929.00.00.a,,Unprovoked,USA,Florida,Hardhat diving ,Undefined,27.0,"�Put hand through hatch, shark nearly bit off thumb�",No,
5094,1928.12.2.a,,Unprovoked,AUSTRALIA,,Pearl diving,Undefined,0.0,Injuries to arm ,No,
5095,1928.11.1.a,,Provoked,USA,New Jersey,Fishing,Undefined,0.0,"Fishermen were cut & bruised by netted, harpooned and gaffed  sharks PROVOKED INCIDENT",No,Unknown
5096,1928.11.1.a,,Boating,INDIA,,Unknown,Undefined,24.0,"No injury to occupants, shark bit keel",No,Unknown
5097,1928.11.1.a,,Sea Disaster,USA,Virginia,"Sea Disaster, sinking of the  SS Vestris",Undefined,0.0,FATAL,Yes,Unknown
5098,1928.11.0.a,,Unprovoked,PANAMA,Gulf of Panama,Swimming,Undefined,17.0,"FATAL, multiple injuries including evisceration, 3 fractures of right arm, 5 fingers  & leg severed below knee",Yes,
5099,1928.09.0.a,,Unprovoked,USA,Texas,Fishing,Undefined,0.0,Knee bitten,No,
5100,1928.08.2.a,,Invalid,USA,New Jersey,Unknown,Undefined,0.0,Thumb & coat sleeve recovered from shark's gut,Unknown,Unknown
5101,1928.07.1.a,,Unprovoked,AUSTRALIA,,Pearl diving,Undefined,0.0,Injuries to chest,No,
5102,1928.07.0.a,,Provoked,ITALY,Tuscany,Boating,Undefined,0.0,"No injury, shark approached the boat, he hit it with and oar and fell into the sea PROVOKED INCIDENT",No,Unknown
5103,1928.06.2.a,,Unprovoked,USA,Florida,Swimming,Undefined,0.0,Bitten on leg,No,
5104,1928.05.1.a,,Invalid,INDIA,,Unknown,Undefined,0.0,No details,Unknown,Unknown
5105,1928.04.1.a,,Unprovoked,AUSTRALIA,Queensland,Fishing,Undefined,0.0,Severe lacerations to arm,No,
5106,1928.04.1.a,,Unprovoked,AUSTRALIA,New South Wales,Treading water,Undefined,19.0,Tissue of left leg stripped from knee to ankle ,No,
5107,1928.04.0.a,,Unprovoked,JAMAICA,,Diving,Undefined,0.0,FATAL,Yes,
5108,1928.04.0.a,,Unprovoked,AUSTRALIA,Queensland,Bathing,Undefined,15.0,Lacerations to right leg ,No,
5109,1928.04.0.a,,Unprovoked,AUSTRALIA,New South Wales,Standing in waist-deep water,Undefined,28.0,"FATAL, right hand severed, large lacerations on thigh",Yes,
5110,1928.03.2.a,,Unprovoked,AUSTRALIA,Queensland,Unknown,Undefined,0.0,Hip bitten,No,
5111,1928.02.2.a,,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,Undefined,0.0,FATAL,Yes,
5112,1928.02.00.b,,Unprovoked,COSTA RICA,Near Puntarenas,Swimming,Undefined,0.0,Right leg severely lacerated. Surgically amputated,No,
5113,1928.02.00.a,,Unprovoked,COSTA RICA,Near Puntarenas,Swimming,Undefined,0.0,Right leg & hand severely lacerated,No,
5114,1928.01.2.a,,Unprovoked,AUSTRALIA,Torres Strait,Retrieving meat from a cage in the water,Undefined,78.0,FATAL,Yes,
5115,1928.01.21.b,,Invalid,USA,Florida,Swimming,Unknown,0.0,Body not recovered ,Unknown,Unknown
5116,1928.01.21.a,,Invalid,USA,Florida,Jumped overboard and swimming,Undefined,0.0,"FATAL, presumed taken by shark/s",Unknown,Unknown
5117,1928.01.0.a,,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Unknown,Undefined,0.0,Leg lacerated,No,
5118,1928.01.0.a,,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body surfing,Undefined,18.0,Foot bitten,No,
5119,1928.00.0.a,,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,Undefined,25.0,"Tissue of right thigh removed to the bone, both thumbs & some fingers severed ",No,
5120,1927.12.2.a,,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,Undefined,17.0,"FATAL, leg bitten  ",Yes,
5121,1927.11.0.a,,Sea Disaster,AUSTRALIA,New South Wales,Unknown,Unknown,0.0,40 people perished,Yes,Unknown
5122,1927.10.2.a,,Sea Disaster,BRAZIL,Porto Seguro,Unknown,Unknown,0.0,"Of 1256 on board, 295 perished, some were taken by sharks",Yes,Unknown
5123,1927.10.1.a,,Unprovoked,AUSTRALIA,New South Wales,Riding horseback across the creek,Undefined,0.0,No injury to man or horse,No,
5124,1927.10.0.a,,Unprovoked,FIJI,,"Standing, collecting bananas",Undefined,0.0,Leg bitten. He survived,No,
5125,1927.07.0.a,,Boating,AUSTRALIA,New South Wales,Unknown,Unknown,0.0,"No injury to occupants, boat was bumped & lifted 2' out of the water by the shark",No,Unknown
5126,1927.05.2.a,,Sea Disaster,PHILIPPINES,Luzon Island,Unknown,Unknown,0.0," 55  perished, some were  taken by sharks",Yes,Unknown
5127,1927.05.0.a,,Unprovoked,AUSTRALIA,Queensland,Walking,Undefined,0.0,FATAL,Yes,
5128,1927.04.1.a,,Unprovoked,AUSTRALIA,Torres Strait,Diving,Undefined,0.0,Extensive injuries to left leg,No,
5129,1927.04.0.a,,Unprovoked,AUSTRALIA,Queensland,Pearl diving,Undefined,0.0,Leg injured,No,
5130,1927.03.0.a,,Unprovoked,AUSTRALIA,New South Wales,Body surfing / treading water,Undefined,17.0,"Right buttock & thigh bitten, thumb removed",No,
5131,1927.02.1.a,,Provoked,NICARAGUA,Salinas Bay,Feeling the shark�s teeth,Undefined,0.0,"Sharks�s jaws snapped shut, lacerating his right hand PROVOKED INCIDENT",No,Unknown
5132,1927.02.0.a,,Unprovoked,AUSTRALIA,Queensland,Attempting to rescue drowning man,Undefined,0.0,"No injury, but trouser leg shredded by shark",No,
5133,1927.02.0.a,,Provoked,NEW ZEALAND,South Island,Fishing,Undefined,70.0,Severely bitten by shark caught 30 minutes earlier  PROVOKED INCIDENT,No,Unknown
5134,1927.01.2.a,,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body surfing,Undefined,0.0,Both thighs  lacerated,No,
5135,1927.01.0.a,,Unprovoked,USA,California,Swimming,Undefined,0.0,Lost hand,No,
5136,1927.01.0.a,,Unprovoked,AUSTRALIA,New South Wales,Swimming,Undefined,15.0,"FATAL, leg bitten from thigh to ankle",Yes,
5137,1927.00.00.b,,Unprovoked,AUSTRALIA,New South Wales,Swimming,Undefined,10.0,"FATAL, shoulder bitten ",Yes,
5138,1927.00.00.a,,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,Undefined,0.0,Shoulder bitten,No,
5139,1926.12.0.a,,Unprovoked,AUSTRALIA,Torres Strait,Diving for trochus,Undefined,0.0,FATAL,Yes,
5140,1926.11.1.a,,Unprovoked,AUSTRALIA,Torres Strait,Diving,Undefined,0.0,Arm injured,No,
5141,1926.10.2.a,,Unprovoked,PAPUA NEW GUINEA,Central Province,Unknown,Undefined,0.0,"FATAL, abdomen bitten",Yes,
5142,1926.10.23.b,,Unprovoked,AUSTRALIA,New South Wales,Bathing,Undefined,17.0,"3"" laceration to leg",No,
5143,1926.10.23.a,,Sea Disaster,BERMUDA,,Unknown,Unknown,0.0,"Of 104 people in the water, only 20 survived. 84 people were lost, many to sharks. Sharks 2 pulled crew off life rafts",No,Unknown
5144,1926.09.0.a,,Unprovoked,PAPUA NEW GUINEA,,Unknown,Undefined,0.0,FATAL,Yes,
5145,1926.08.2.a,,Unprovoked,USA,New Jersey,Swimming,Undefined,18.0,FATAL,Yes,
5146,1926.07.2.a,,Unprovoked,ITALY,Golfo di Genova in the Ligurian Sea,Swimming,Undefined,20.0,"FATAL, body was not recovered",Yes,
5147,1926.07.1.a,,Boating,USA,New Jersey,Fishing,Undefined,0.0,No injury to occupants,No,Unknown
5148,1926.07.0.a,,Unprovoked,USA,California,Swimming with dog near canning factory,Undefined,15.0,Leg & hand lacerated and dog bitten,No,
5149,1926.07.0.a,,Invalid,SPAIN,Sants-Montjic,Bathing,Undefined,0.0,No injury,Unknown,Unknown
5150,1926.05.1.a,,Unprovoked,USA,Hawaii,Swimming,Undefined,0.0,"FATAL, gave sudden shriek & disappeared, body found in shark caught off Kahuka",Yes,
5151,1926.04.2.a,,Unprovoked,SOUTH ATLANTIC OCEAN,South of the Equator ,Unknown,Undefined,26.0,When taken back on board 2 hours later both legs were bleeding from shark bites,No,
5152,1926.04.0.a,,Unprovoked,USA,Hawaii,Swimming,Undefined,0.0,Right leg bitten thigh to heel,No,
5153,1926.03.1.a,,Unprovoked,AUSTRALIA,South Australia,Swimming ,Undefined,0.0,FATAL,Yes,
5154,1926.01.2.a,,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,Undefined,0.0,Thigh lacerated,No,
5155,1926.01.0.a,,Unprovoked,AUSTRALIA,Victoria,Unknown,Undefined,0.0,Leg lacerated,No,
5156,1926.00.00.d,,Unprovoked,MONACO,Bay of Monaco,Unknown,Undefined,0.0,FATAL,Yes,
5157,1926.00.00.c,,Provoked,NEW ZEALAND,Cook Islands,Unknown,Undefined,0.0,"Struck on head by shark�s tail, knocked unconscious & deep gash in head PROVOKED INCIDENT",No,Unknown
5158,1926.00.00.b,,Unprovoked,SINGAPORE,,Dived onto shark from floating stage,Undefined,0.0,"FATAL, femoral artery severed ",Yes,
5159,1926.00.00.a,,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming to mail boat,Undefined,0.0,No details,Unknown,
5160,1925.11.2.a,,Unprovoked,AUSTRALIA,Western Australia,Floating on his back,Undefined,55.0,"FATAL, thigh  & torso bitten, then shark charged rescue boat ",Yes,
5161,1925.11.00.b,,Unprovoked,USA,Puerto Rico,Unknown,Undefined,0.0,Laceration across abdomen,No,
5162,1925.11.00.a,,Unprovoked,USA,Puerto Rico,Unknown,Undefined,0.0,Both calves lacerated,No,
5163,1925.09.0.a,,Provoked,SPAIN,Valencia ,Fishing,Undefined,0.0,Right hand bitten by hooked shark PROVOKED INCIDENT,No,Unknown
5164,1925.09.0.a,,Unprovoked,ENGLAND,Isle of Wight,Fishing,Undefined,0.0,No injury but shark lifted boat out of the water,No,
5165,1925.08.0.a,,Unprovoked,USA,South Carolina,Swimming,Undefined,0.0,"Multiple lacerations on both thighs, right buttock and hip",No,
5166,1925.06.1.a,,Invalid,AUSTRALIA,Western Australia,Unknown,Unknown,0.0,Human arm found in shark,Unknown,Unknown
5167,1925.05.0.a,,Unprovoked,USA,Puerto Rico,Unknown,Undefined,0.0,"Right arm nearly severed at shoulder, left wrist lacerated",No,
5168,1925.03.2.a,,Unprovoked,AUSTRALIA,New South Wales,Bathing in waist-deep water,Undefined,16.0,"Left thigh bitten, leg surgically amputated ",No,
5169,1925.03.1.a,,Unprovoked,AUSTRALIA,New South Wales,Swimming,Undefined,16.0,"FATAL, right forearm severed, lacerations from buttocks to heel L",Yes,
5170,1925.03.1.a,,Unprovoked,PAPUA NEW GUINEA,Central Province,Swimming,Undefined,0.0,FATAL,Yes,
5171,1925.01.2.a,,Unprovoked,USA,Florida,Swimming,Undefined,0.0,Lacerations to arm,No,
5172,1925.01.0.a,,Unprovoked,CANADA,Vancouver,"Diving, repairing water main at depth of 90'",Undefined,0.0,"Injuries, if any, unknown, but afterwards diver stunned shark with iron bar",No,
5173,1925.00.0.a,,Unprovoked,FIJI,Viti Levu Island,Diving for coins tossed from passenger ship,Undefined,0.0,"Both arms bitten, surgically amputated",No,
5174,1924.11.2.a,,Unprovoked,MEXICO,Tamaulipas,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,Undefined,0.0,FATAL,Yes,
5175,1924.11.2.a,,Unprovoked,PANAMA,"2 to 3 miles off Taboguilla Island, Pacific Ocean",Unknown,Undefined,35.0,Knee bitten,No,
5176,1924.11.2.a,,Unprovoked,USA,Puerto Rico,Bathing,Undefined,35.0,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Yes,
5177,1924.10.3.a,,Provoked,FRENCH POLYNESIA,Tuamotus,Pearl diving,Undefined,0.0,Abrasions PROVOKED ATTACK,No,Unknown
5178,1924.10.1.a,,Unprovoked,AUSTRALIA,Victoria,Bathing,Undefined,0.0,Leg bitten,No,
5179,1924.07.3.a,,Unprovoked,USA,South Carolina,Standing,Undefined,0.0,Left knee & leg bitten. (Tooth fragment recovered from kneecap),No,
5180,1924.07.1.a,,Provoked,ENGLAND,Dorset,Fishing for mackerel,Undefined,0.0,Arms broken by hooked shark PROVOKED INCIDENT,No,Unknown
5181,1924.07.0.a,,Boating,USA,California,Fishing,Undefined,0.0,"No injury, shark tore hole in the side of the boat",No,Unknown
5182,1924.06.1.a,,Provoked,USA,Florida,Removing shark from a net,Undefined,0.0,Netted shark made a5-inch incision above the knee PROVOKED INCIDENT,No,Unknown
5183,1924.04.2.a,,Unprovoked,AUSTRALIA,New South Wales,"Fishing, fell in water & swimming strongly to shore",Undefined,20.0,"FATAL, partial remains recovered ",Yes,
5184,1924.04.2.a,,Unprovoked,PANAMA,150 miles offshore,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller",Undefined,21.0,"Reported to have had ""2 fights with sharks"" before being rescued by the British freighter Dorsetafter 23 hours in the water",No,
5185,1924.04.2.a,,Invalid,AUSTRALIA,Western Australia,Swimming ,Undefined,0.0,Abrasions,Unknown,Unknown
5186,1924.03.2.a,,Unprovoked,SOLOMON ISLANDS,Central Province,Swimming,Undefined,0.0,"Left arm severed, leg bitten",No,
5187,1924.03.2.a,,Boating,SPAIN,Galica,Fishing,Unknown,0.0,"No injury to occupants, shark bit boat",No,Unknown
5188,1924.02.1.a,,Unprovoked,AUSTRALIA,New South Wales,Bathing in 5' of water,Undefined,30.0,"Legs severely bitten, surgically amputated",No,
5189,1924.02.0.a,,Invalid,AUSTRALIA,Queensland,Bathing,Undefined,0.0,Probable drowning & scavenging,Unknown,Unknown
5190,1924.01.2.a,,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,Undefined,22.0,FATAL,Yes,
5191,1924.01.2.a,,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,Undefined,0.0,Foot lacerated,No,
5192,1924.01.1.a,,Unprovoked,AUSTRALIA,New South Wales,Had just dived into water & was swimming,Undefined,16.0,"FATAL, right thigh severely bitten, left arm lacerated ",Yes,
5193,1923.12.1.a,,Unprovoked,AUSTRALIA,New South Wales,Swimming,Undefined,0.0,Lacerations to leg,No,
5194,1923.12.0.a,,Unprovoked,AUSTRALIA,New South Wales,"Fishing, standing in waist-deep water",Undefined,0.0,"FATAL, disappeared, thought to have been taken by a shark ",Yes,
5195,1923.11.2.a,,Unprovoked,AUSTRALIA,Western Australia,Dry shelling,Undefined,0.0,"FATAL, disappeared, partial remains of Selim was found, there was no trace of Dea Opre",Yes,
5196,1923.11.0.a,,Invalid,AUSTRALIA,New South Wales,Fishing,Undefined,0.0,FATAL,Unknown,Unknown
5197,1923.10.2.a,,Invalid,AUSTRALIA,New South Wales,Sailing,Undefined,0.0,"He failed to return, his body was recovered 11/9/1922; chest & abdomen had been bitten by shark/s",Unknown,Unknown
5198,1923.10.1.a,,Boating,AUSTRALIA,New South Wales,Fishing,Unknown,0.0,"No injury to occupants, shark bit boat",No,Unknown
5199,1923.10.1.a,,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,Undefined,0.0,"Arm severed, but survived",No,
5200,1923.08.0.a,,Unprovoked,GUYANA,Demerara County,Fishing,Undefined,0.0,Puncture wounds to left leg,No,
5201,1923.07.0.a,,Unprovoked,AUSTRALIA,Queensland,Diving for pearl,Undefined,0.0,non-fatal,No,
5202,1923.06.1.a,,Boating,AUSTRALIA,New South Wales,"After rowing skiff was holed by shark, he was attempting to swim ashore",Undefined,0.0,"FATAL, taken by shark. Two other men drowned,  only 1 man survived",Yes,Unknown
5203,1923.06.0.a,,Boating,MEXICO,Vera Cruz,Dismantling cable buoys of the cable ship All America,Unknown,0.0,"No injury to occupants, shark rammed boat",No,Unknown
5204,1923.05.2.a,,Unprovoked,AUSTRALIA,Western Australia,Wading,Undefined,0.0,Minor puncture wounds to foot,No,
5205,1923.05.2.a,,Unprovoked,AUSTRALIA,Queensland,Diving?,Undefined,0.0,FATAL,Yes,
5206,1923.03.1.a,,Unprovoked,AUSTRALIA,Queensland,Diving,Undefined,0.0,Lacerations to right thigh and knee,No,
5207,1923.02.0.a,,Unprovoked,USA,Puerto Rico,Swimming ,Undefined,25.0,"Right calf, right side of abdomen & left wrist & hand bitten",No,
5208,1923.01.27.b,,Invalid,AUSTRALIA,Western Australia,Unknown,Undefined,0.0,Death may have been due to drowning,Unknown,Unknown
5209,1923.01.27.a,,Unprovoked,AUSTRALIA,Western Australia,Swimming,Undefined,13.0,"FATAL, back of thigh bitten ",Yes,
5210,1923.01.1.a,,Invalid,CUBA,Caribbean Sea,Unknown,Undefined,0.0,"Although this incident is listed elsewhere as a shark attack, the account of the disaster suggests the 4 who perished probably drowned. Five people survived",Unknown,Unknown
5211,1923.00.00.c,,Boating,USA,New Jersey,Fishing,Undefined,0.0,No injury to occupant Shark struck boat,No,Unknown
5212,1923.00.00.b,,Unprovoked,PHILIPPINES, Manila Bay,Unknown,Undefined,0.0,"FATAL, abdomen severely bitten. Airplane summoned from Corregidor & injured man was lashed to wing, but he died  ",Yes,
5213,1923.00.00.a,,Provoked,USA,New Jersey,Hoisting shark aboard fishing boat,Undefined,0.0,Shark's tail broke his leg. PROVOKED INCIDENT,No,Unknown
5214,1923.00.00.a,,Provoked,USA,New Jersey,Hoisting shark aboard fishing boat,Undefined,0.0,Shark's tail broke his leg. PROVOKED INCIDENT,No,Unknown
5215,1922.12.1.a,,Unprovoked,USA,Puerto Rico,Bathing,Undefined,0.0,"FATAL, hip & thigh bitten with  tissue removed, including bone ",Yes,
5216,1922.12.0.a,,Unprovoked,AUSTRALIA,Queensland,Bathing in 3' to 4' of water,Undefined,19.0,"FATAL, severe injuries to torso  ",Yes,
5217,1922.09.2.a,,Unprovoked,BARBADOS,Lucy,Fishing,Undefined,16.0,FATAL,Yes,
5218,1922.10.2.a,,Invalid,AUSTRALIA,New South Wales,Sailing,Undefined,0.0,"FATAL, but shark involvement prior to death unconfirmed",Unknown,Unknown
5219,1922.09.2.a,,Unprovoked,USA,Hawaii,"Freediving, inspecting Kaunakakai wharf construction after blasting & dredging ",Undefined,0.0,Survived,No,
5220,1922.09.2.a,,Unprovoked,ENGLAND,East Yorkshire,Swimming ,Undefined,0.0,FATAL,Yes,
5221,1922.09.2.a,,Boating,USA,Massachusetts,Fishing,Unknown,0.0,"No injury to occupants, shark splintered stern",No,Unknown
5222,1922.07.1.a,,Unprovoked,USA,Florida,Unknown,Undefined,0.0,Leg bitten,No,
5223,1922.06.1.a,,Unprovoked,USA,Florida,Floating,Undefined,18.0,"FATAL, thigh bitten",Yes,
5224,1922.05.2.a,,Unprovoked,JAMAICA,Westmoreland Parish,Swimming,Undefined,19.0,"FATAL, arm severed, thigh severely bitten  ",Yes,
5225,1922.05.0.a,,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,Undefined,18.0,Abdomen & thigh bitten,No,
5226,1922.04.2.a,,Unprovoked,AUSTRALIA,New South Wales,Swimming,Undefined,0.0,FATAL,Yes,
5227,1922.03.2.a,,Unprovoked,JAMAICA,Kingston Parish,Fishing,Undefined,0.0,Survived,No,
5228,1922.03.1.a,,Unprovoked,JAMAICA,Kingston Parish,Standing,Undefined,14.0,"FATAL, right leg severed at thigh ",Yes,
5229,1922.03.0.a,,Unprovoked,AUSTRALIA,New South Wales,Bathing in knee-deep water,Undefined,21.0,"FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene",Yes,
5230,1922.02.2.a,,Invalid,AUSTRALIA,New South Wales,Swimming,Undefined,0.0,"Disappeared whiile swimming alone, body parts recovered, but shark involvement prior to death unconfirmed",Unknown,Unknown
5231,1922.02.0.a,,Unprovoked,AUSTRALIA,New South Wales,Swimming,Undefined,18.0,"FATAL, both arms & shoulder bitten",Yes,
5232,1922.01.2.a,,Unprovoked,IRAQ,,Bathing,Undefined,0.0,FATAL,Yes,
5233,1922.01.1.a,,Unprovoked,AUSTRALIA,Queensland,Swimming ,Undefined,54.0,FATAL,Yes,
5234,1922.01.1.a,,Unprovoked,AUSTRALIA,New South Wales,Standing,Undefined,0.0,Small laceration on left thigh & swim costume torn,No,
5235,1922.01.0.a,,Unprovoked,AUSTRALIA,New South Wales,Surfing,Undefined,26.0,"FATAL, disappeared, then his shark-bitten remains washed ashore ",Yes,
5236,1921.12.1.a,,Unprovoked,AUSTRALIA,Queensland,Swimming,Undefined,20.0,Survived,No,
5237,1921.11.27.b,,Unprovoked,AUSTRALIA,Queensland,Unknown,Undefined,8.0,"FATAL, disappeared, body not recovered",Yes,
5238,1921.11.27.a,,Unprovoked,AUSTRALIA,Queensland,"Wading to dinghy, carrying his son",Undefined,40.0,"Right hip, buttock, elbow, arm & wrist bitten",No,
5239,1921.11.1.a,,Unprovoked,FIJI,Viti Levu Island,Swimming,Unknown,0.0,FATAL,Yes,
5240,1921.10.1.a,,Unprovoked,AUSTRALIA,Queensland,Diving for beche-de-mer ,Undefined,0.0,Lacerations to right arm & chest,No,
5241,1921.10.0.a,,Unprovoked,AUSTRALIA,Queensland,Diving for beche-de-mer,Undefined,22.0,"Left thigh bitten, FATAL",Yes,
5242,1921.09.0.a,,Provoked,ENGLAND,Dorset,Fishing,Undefined,0.0,Leg bitten by shark he was attempting to capture PROVOKED INCIDENT,No,Unknown
5243,1921.08.2.a,,Unprovoked,AUSTRALIA,Torres Strait,Unknown,Undefined,0.0,Lacerations to arm,No,
5244,1921.08.2.a,,Unprovoked,PHILIPPINES,Luzon Island,Swimming,Undefined,21.0,"FATAL, abdomen  severely lacerated, taken by seaplane to hospital in Corrigedor but died  ",Yes,
5245,1921.07.2.a,,Unprovoked,CUBA,,Unknown,Undefined,0.0,FATAL,Yes,
5246,1921.01.1.a,,Invalid,PHILIPPINES,"Cavite Province, Luzon",Unknown,Unknown,0.0,Buttons & shoes found in shark caught in fish trap,Unknown,Unknown
5247,1920.11.2.a,,Unprovoked,AUSTRALIA,Western Australia,Wading,Undefined,0.0,Lacerations to leg & hand,No,
5248,1921.08.2.a,,Unprovoked,HAITI,Cape Haitien,Unknown,Undefined,0.0,"FATAL, large wound on thigh",Yes,
5249,1920.11.2.a,,Unprovoked,AUSTRALIA,Western Australia,Standing,Undefined,0.0,"Minor injuries to leg, hand & fingers",No,
5250,1920.11.0.a,,Sea Disaster,PHILIPPINES,Leyte,Unknown,Undefined,0.0,FATAL,Yes,Unknown
5251,1920.07.1.a,,Invalid,USA,New York,Swimming ,Undefined,30.0,Thought to have been taken by a shark. Body was not recovered,Unknown,Unknown
5252,1920.07.0.a,,Unprovoked,AUSTRALIA,Torres Strait,Diving for trochus shell,Undefined,0.0,Severe lacerations to right shoulder & arm,No,
5253,1920.06.2.a,,Unprovoked,USA,Florida,Swimming ,Undefined,13.0,Knee & thigh bitten,No,
5254,1920.06.2.a,,Provoked,CANADA,Halifax,Unknown,Unknown,0.0,"No injury to occupants, but shark struck boat with such force that Chandler was flung overboard. PROVOKED INCIDENT",No,Unknown
5255,1920.03.0.a,,Unprovoked,AUSTRALIA,Queensland,"Boat capsized, swimming to shore",Undefined,20.0,"Tossed in air by shark, sustained abrasions",No,
5256,1920.01.24.R.b,,Unprovoked,AUSTRALIA,Torres Strait,Diving,Undefined,0.0,Lacerations to foot,No,
5257,1920.02.0.a,,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Floating face down,Undefined,18.0,Abdomen bitten,No,
5258,1920.01.24.R.a,,Unprovoked,AUSTRALIA,Torres Strait,Free diving,Undefined,0.0,FATAL,Yes,
5259,1920.01.1.a,,Unprovoked,AUSTRALIA,New South Wales,Swimming ,Undefined,12.0,Leg bitten. FATAL,Yes,
5260,1920.00.00.b,,Unprovoked,JAMAICA,Westmoreland Parish,Unknown,Undefined,0.0,FATAL,Yes,
5261,1920.00.00.b,,Unprovoked,NEW ZEALAND,North Island,Unknown,Undefined,0.0,"""Recovered""",No,
5262,1920.00.00.a,,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Splashing,Undefined,12.0,Thigh & buttocks bitten. Not known if he survived.,No,
5263,1919.12.3.a,,Unprovoked,AUSTRALIA,Queensland,Swimming,Undefined,29.0,Lacerations to left leg,No,
5264,1919.12.0.a,,Unprovoked,AUSTRALIA,New South Wales,Swimming,Undefined,47.0,"FATAL, left leg & calf bitten, leg surgically amputated ",Yes,
5265,1919.11.1.a,,Unprovoked,AUSTRALIA,Northern Territory,Sitting in a boat,Undefined,0.0,Lacerations to buttocks,No,
5266,1919.09.1.a,,Unprovoked,COSTA RICA,Turtle Bogue,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,Undefined,0.0,"FATAL, 6 men were taken by sharks as they neared the beach, 1 survived",Yes,
5267,1919.08.1.a,,Unprovoked,USA,Florida,Swimming,Undefined,0.0,Laceration to left thigh,No,
5268,1919.05.2.a,,Unprovoked,USA,South Carolina,"""Swimming vigorously""",Undefined,0.0,Left foot bitten & abraded,No,
5269,1919.04.0.a,,Unprovoked,USA,Florida,Unknown,Undefined,0.0,FATAL,Yes,
5270,1919.03.1.a,,Invalid,AUSTRALIA,New South Wales,Unknown,Undefined,0.0,Shark involvement not confirmed,Unknown,Unknown
5271,1919.01.1.a,,Unprovoked,AUSTRALIA,New South Wales,Swimming,Undefined,0.0,"Multiple injuries, left leg surgically amputated at knee",No,
5272,1919.01.1.a,,Unprovoked,NEW ZEALAND,South Island,Swimming,Undefined,0.0,Leg bitten,No,
5273,1919.01.0.a,,Unprovoked,AUSTRALIA,New South Wales,Wading,Undefined,13.0,"FATAL, right thigh bitten ",Yes,
5274,1919.01.0.a,,Unprovoked,AUSTRALIA,Queensland,Wading (shrimping),Undefined,38.0,"FATAL, thigh bitten, leg amputated ",Yes,
5275,1900.00.0.a,,Boating,ITALY,,Fishing,Undefined,0.0,No injury,No,Unknown
5276,1919.00.0.a,,Unprovoked,USA,Florida,Swimming,Undefined,0.0,Leg severed,No,
5277,1918.11.00.b,,Unprovoked,USA,Hawaii,Fishing,Undefined,0.0,FATAL,Yes,
5278,1918.11.00.a,,Sea Disaster,SAN DOMINGO,60 miles north of San Domingo in the West Indies,Unknown,Undefined,0.0,"FATAL, ""men snatched from rafts by sharks""   ",Yes,Unknown
5279,1918.09.1.a,,Unprovoked,AUSTRALIA,Queensland,Bathing,Undefined,22.0,FATAL,Yes,
5280,1918.03.2.a,,Unprovoked,AUSTRALIA,New South Wales,Surfing,Undefined,0.0,"Severe laceration to arm, necessitating surgical amputation at the elbow",No,
